OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIP_9,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MGT_COMPANY,TRAUMA_CTR,TEACH_HOSP,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_<=17,PSY_CENS_PATIENT_18-64,PSY_CENS_PATIENT_=65,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDPTY,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,INPATIENT_PALLIATIVE_CARE_PROG_OFFERED,INPATIENT_PALLIATIVE_CARE_PROG_NURSES,INPATIENT_PALLIATIVE_CARE_PROG_NURSES_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_CHAPLAINS,OUTPATIENT_PALLIATIVE_CARE_SERV_OFFERED,EMSA_TRAUMA_CTR_DESIG,EMSA_TRAUMA_PEDS_CTR_DESIG,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,ED_ANESTH_AVAIL24HRS,ED_ANESTH_AVAIL_ON_CALL,ED_LAB_SVCS_AVAIL24HRS,ED_LAB_SVCS_AVAIL_ON_CALL,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,ED_PHARM_AVAIL24HRS,ED_PHARM_AVAIL_ON_CALL,ED_PHYSN_AVAIL24HRS,ED_PHYSN_AVAIL_ON_CALL,ED_PSYCH_ER_AVAIL24HRS,ED_PSYCH_ER_AVAIL_ON_CALL,ED_RADIOL_SVCS_AVAIL24HRS,ED_RADIOL_SVCS_AVAIL_ON_CALL,EMS_VISITS_NON_URGENT_NOT_ADMITTED,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_NOT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_NOT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_NOT_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_NOT_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS
106194010,AMERICAN RECOVERY CENTER,2180 WEST VALLEY BOULEVARD,,POMONA,91768,909-865-2336-2245,Celia Aragon,Yes,1/1/15,12/31/15,Behavioral Health Services,15519 Crenshaw Blvd.,,Gardena,CA,90249,Diana Crittendon,Open,7/1/87,7/1/87,,,,NO,,,930000676,52,20,35,6037402402,78.2ss,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000412,Parent Facility,-117.791,34.06122,Chemical Dependency Recovery Hospital,Non-Profit Corporation (incl. Church-related),Chemical Dependency (Alcohol/Drug),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18250,1068,6543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18250,1068,6543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106194219,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,,LOS ANGELES,90033,323-442-8500,Bob Allen,Yes,1/1/15,12/31/15,University of Southern California,150 Bovard Street,,Los Angeles,CA,90089-0011,Joyce Cheung,Open,5/17/91,5/17/91,,,,NO,,,930000912,51,24,34,6037203300,78.2ffff,Metro,11 - Los Angeles,Los Angeles,930000459,Parent Facility,-118.20287,34.06284,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,285,104025,11161,58069,0,0,0,0,0,0,0,0,84,30660,578,2975,24216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11680,333,3812,401,146365,12072,86097,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,401,146365,12072,86097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,1,1,1,1,1,0,1,Yes,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106194967,STAR VIEW ADOLESCENT - P H F,4025 WEST 226 STREET,,TORRANCE,90505,310-221-6336-106,Natalie Spiteri,Yes,1/1/15,12/31/15,,,,,,,Deiadra Kearns,Open,11/1/96,11/1/96,,,,NO,,,930000210,66,26,33,6037651221,78.2u,South Bay,11 - Los Angeles,Los Angeles,M02016029,Parent Facility,-118.35565,33.82363,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,65,5596,0,0,0,,0,0,0,0,0,0,0,0,0,16,5840,65,5596,0,0,0,0,0,0,0,0,0,0,16,0,16,16,0,0,16,0,0,16,0,0,0,0,0,0,0,16,Yes,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,6060 PARAMOUNT BLVD.,,LONG BEACH,90805,562-630-8672-418,TiffanyJump,Yes,1/1/15,12/31/15,Telecare Corporation,1080 Marina Village Parkway,Suite 100,Alameda,CA,94501,Tiffany Jump,Open,11/10/97,11/10/97,,,,NO,,,,63,33,44,6037570100,78.2iii,South Bay,11 - Los Angeles,Los Angeles,M02014031,Parent Facility,-118.15979,33.86412,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,108,5671,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,108,5671,0,0,0,0,0,0,0,0,0,0,16,0,16,0,15,1,16,0,0,16,0,0,0,0,0,0,0,16,Yes,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD.,,BALDWIN PARK,91706,626-851-1011-6386,Margaret H. Pierce,Yes,1/1/15,12/31/15,Kaiser Foundation Hospitals,One Ordway Plaza,,Oakland,CA,94612,Linda McIntosh,Open,10/7/98,10/7/98,,,,NO,,,930001543,48,22,32,6037404703,78.2yyy,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000920,Parent Facility,-117.986,34.06348,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,187,68255,9200,30619,53,19345,2975,6652,0,0,0,0,12,4380,183,832,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7300,269,44,2878,0,0,0,0,272,99280,12627,42821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,99280,12627,42821,0,0,0,0,0,0,20,2829,4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,2,2,1,1,1,0,1,No,0,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,361,3,9565,1,56890,2969,7355,2998,757,1260,74928,7231,82159,40,0,1523,Yes,494,289,366,342,325,243,298,231,341,272,283,373,3857
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,,RESEDA,91335,818-774-3000-3069,Ilana Grossman,Yes,1/1/15,12/31/15,Grancell Village of the Los Angeles Jewish Home for the Aging,7150 Tampa Avenue,,Reseda,CA,91335,Ilana grossman,Open,10/2/07,10/2/07,,,,NO,,,,45,27,30,6037132501,78.2ii,San Fernando Valley,11 - Los Angeles,Los Angeles,550000621,Parent Facility,-118.55341,34.20014,Acute Psychiatric,Non-Profit Corporation (incl. Church-related),Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3650,169,3207,239,87235,115,0,85623,0,0,0,0,0,0,0,0,249,90885,284,88830,0,0,0,0,0,0,0,0,0,0,10,0,10,0,1,9,10,1,9,0,0,0,0,0,0,0,0,10,No,Yes,,YES,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,YES,,,,YES,,YES,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,99 MONTECILLO ROAD,,SAN RAFAEL,94903,415-444-2000,"Judy Coffey, RN, Senior Vice President/Area Manager",Yes,1/1/15,12/31/15,Kaiser Foundation Hospitals,One Kaiser Plaza,,Oakland,CA,94612,Walt Spalding,Open,12/9/66,12/9/66,,,,NO,,,110000944,10,2,2,6041108200,83a,,04 - West Bay,Marin,110000357,Parent Facility,-122.55376,38.0041,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,104,37960,4216,15176,0,0,0,0,0,0,0,0,12,4380,141,933,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,42340,4357,17456,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,116,42340,4357,17456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,2,2,1,1,1,1,1,Yes,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,4880,0,5045,2,5972,70,7274,1340,1725,1640,24896,3052,27948,15,0,30,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106211006,MARIN GENERAL HOSPITAL,250 BON AIR ROAD,,GREENBRAE,94904,415-925-7000,Lee Domanico,Yes,1/1/15,12/31/15,,,,,,,Yvonne Morris,Open,5/16/52,5/16/52,,,Level III,NO,,,110000953,10,2,2,6041119201,83a,,04 - West Bay,Marin,110000361,Parent Facility,-122.53715,37.94651,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,160,59732,6163,27015,22,8030,1364,3702,14,5110,213,405,14,3778,180,815,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2920,165,39,859,0,0,0,0,218,79570,8085,35394,0,0,0,0,17,6205,690,5719,0,0,0,,0,0,0,0,0,0,0,0,0,235,85775,8775,41113,0,0,0,0,0,0,8,1168,2596,0,0,15,15,0,14,1,15,4,1,7,1,0,0,0,2,0,0,15,Yes,No,,,,No,0,0,0,0,0,0,0,No,LEVEL III,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,547,76,7005,1,10891,8,9061,900,3507,5284,31011,6269,37280,22,0,0,Yes,17,50,20,7,48,0,9,2,3,9,6,16,187
106220733,JOHN C FREMONT HEALTHCARE DISTRICT,"5189 HOSPITAL RD., PO BOX 216",,MARIPOSA,95338,209-966-3631-272,Alan MacPhee,Yes,1/1/15,12/31/15,,,,,,,Jean Potter,Open,10/1/51,10/1/51,,,,NO,,,40000105,5,8,4,6043000101,85,,09 - Central,Mariposa,40000108,Parent Facility,-119.97714,37.50126,General Acute Care,District,General Medical / Surgical,18,6570,192,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6570,192,651,0,0,0,0,0,0,0,0,16,5840,65,,9544,0,0,0,0,0,0,0,0,34,12410,257,10195,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Standby,Standby,,,YES,,,,,,YES,,,,YES,,253,0,823,0,2051,0,1851,48,727,100,5705,148,5853,4,0,168,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106230949,FRANK R HOWARD MEMORIAL HOSPITAL,1 MADRONE STREET,,WILLITS,95490,707-456-3344,Chris Sauder,Yes,1/1/15,10/28/15,Adventist Health,2100 Douglas Blvd.,,Roseville,CA,94661,Tammie Milligan,Closed,10/31/15,1/1/47,,,,NO,,,110000008,2,2,2,6045010700,91,,01 - Northern California,Mendocino,110000013,Parent Facility,-123.34973,39.40079,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,21,6670,1076,4028,0,0,0,0,0,0,0,0,4,1216,86,99,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7886,1162,4566,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,25,7886,1162,4566,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,YES,,YES,118,0,2393,3,3439,18,1436,92,1112,423,8498,536,9034,5,8,189,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106231013,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DRIVE,,FORT BRAGG,95437,707-961-1234-610,Bob Edwards,Yes,1/1/15,12/31/15,,,,,,,Sylvia Burlew,Open,7/1/71,7/1/71,,,,NO,,,110000023,2,2,2,6045010500,89,,01 - Northern California,Mendocino,110000040,Parent Facility,-123.80068,39.4326,General Acute Care,District,General Medical / Surgical,38,13870,741,2472,7,2555,123,306,0,0,0,0,4,1460,115,117,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,979,3385,0,0,0,0,0,0,0,0,0,0,189,,1293,0,0,0,0,0,0,0,0,49,17885,1168,4678,0,0,0,0,0,0,1,111,252,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Standby,Standby,,YES,,YES,,YES,,YES,YES,,,YES,,YES,1949,5,5544,187,1472,237,635,185,191,61,9791,675,10466,8,0,172,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106231396,UKIAH VALLEY MEDICAL CENTER,275 HOSPITAL DRIVE,,UKIAH,95482,707-462-3111,Aaron Poole,Yes,1/1/15,12/31/15,Adventist Health,2100 Douglas Boulevard,,Roseville,CA,95482-3804,Tammie Milligan,Open,3/3/80,3/3/80,,,Level IV,NO,,,110000070,2,2,2,6045011500,93.1,,01 - Northern California,Mendocino,110000095,Parent Facility,-123.20363,39.1528,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,43,16039,2598,8424,15,5595,880,1867,0,0,0,0,5,1865,298,148,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1492,65,25,196,0,0,0,0,67,24991,3841,11854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,24991,3841,11854,0,0,0,0,0,0,0,843,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,LEVEL IV,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,381,0,7591,9,9051,36,6336,485,3173,1716,26532,2246,28778,14,42,263,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106240924,MEMORIAL HOSPITAL LOS BANOS,520 WEST I STREET,,LOS BANOS,93635,209-826-0591,Ash Gokli MD,Yes,1/1/15,12/31/15,Sutter Health,2200 River Plaza Drive,,Sacramento,CA,95833,Indra Massingill,Open,8/31/67,8/31/67,,,,NO,,,40000110,21,12,16,6047002201,94,,06 - North San Joaquin,Merced,40000177,Parent Facility,-120.86147,37.06273,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,28,10220,825,2020,12,4380,673,1305,0,0,0,0,4,1460,70,95,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16060,1568,3732,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,44,16060,1568,3732,0,0,0,0,0,0,12,664,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,566,0,6177,0,14405,6,9302,135,3877,738,34327,879,35206,10,0,676,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,300 EAST 15TH STREET,,MERCED,95340,209-381-6813,Yvonnia Brown,Yes,1/1/15,12/31/15,Merced County Department of Mental Health,PO Box 2087,,Merced,CA,95344,Danielle Bohn,Open,8/16/96,8/16/96,,,,NO,,,,21,12,16,6047001601,97.2,,06 - North San Joaquin,Merced,M01016008,Parent Facility,-120.47145,37.29417,Psychiatric Health Facility,City and/or County,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,534,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,534,2522,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,4,0,1,5,Yes,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W. R. HOLMAN HIGHWAY,,MONTEREY,93940,831-624-5311,"Steven Packer, MD",Yes,1/1/15,12/31/15,Community Hospital Foundation,PO Box HH,,Monterey,CA,93940,John Thibeau,Open,6/19/62,6/19/62,,,,NO,,,70000137,29,17,20,6053011900,110,,08 - Mid-Coast,Monterey,70000026,Parent Facility,-121.92488,36.59827,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,186,67890,8273,37532,7,2555,1017,1550,6,2190,526,1843,10,3650,53,562,1388,10,3650,99,1043,2578,0,0,0,0,0,0,0,0,0,0,8,2920,158,0,1214,13,4745,221,2993,240,87600,10347,49098,0,0,0,0,18,6570,813,5766,0,0,0,,0,0,0,0,0,0,0,0,0,258,94170,11160,54864,0,0,0,0,0,0,8,1038,1795,0,0,15,15,0,12,3,15,5,0,7,0,1,2,0,0,0,0,15,No,No,,,,Yes,2,1,1,1,1,1,4,No,0,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,YES,,YES,,3191,13,7377,47,11001,342,10267,377,6605,6561,38441,7340,45781,33,15001,987,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106270777,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,,KING CITY,93930,831-385-7284,RENA SALAMACHA,Yes,1/1/15,12/31/15,,,,,,,Rena Salamacha,Open,9/12/62,9/12/62,,,,NO,,,70000141,30,12,20,6053011304,105,,08 - Mid-Coast,Monterey,70000047,Parent Facility,-121.1325,36.2071,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,63,26770,670,1646,8,2920,410,1080,0,0,0,0,4,1460,45,16,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,31150,1125,3036,0,0,0,0,0,0,0,0,16,5840,157,,5340,3,1095,0,0,0,0,0,0,94,38085,1282,8376,0,0,0,0,0,0,0,409,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,,YES,,963,0,4667,0,4641,0,1110,0,987,0,12368,678,13046,6,0,644,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106270875,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,,SALINAS,93901,831-757-4333,PETE DELGADO,Yes,1/1/15,12/31/15,,,,,,,Michael Lee,Open,4/10/53,4/10/53,,,,NO,,,70000147,30,12,20,6053014500,109.2,,08 - Mid-Coast,Monterey,70000083,Parent Facility,-121.6481,36.66022,General Acute Care,District,General Medical / Surgical,214,78110,7728,33297,23,8395,1874,4386,8,2920,742,1602,6,2190,117,517,1924,7,2555,73,473,1707,0,0,0,0,0,0,0,0,0,0,11,4015,166,12,2087,0,0,0,0,269,98185,10700,45003,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,269,98185,10700,45003,0,0,0,0,0,0,34,1740,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,Yes,0,0,1,1,4,0,2,No,0,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,,YES,390,2,6193,8,22212,93,15789,1172,4764,4674,49348,5949,55297,20,0,1239,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106274043,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,,SALINAS,93906,831-755-4185,Gary Gray,Yes,1/1/15,12/31/15,County of Monterey,168 West Alisal St,,"Salinas,",CA,93901,Juan Polanco,Open,6/15/99,6/15/99,,,Level II,NO,,,70000145,30,12,20,6053010608,109.2,,08 - Mid-Coast,Monterey,70000070,Parent Facility,-121.6297,36.69686,General Acute Care,City and/or County,General Medical / Surgical,66,24090,3864,12728,27,9855,2239,6009,12,4380,309,601,10,3650,484,660,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5475,296,0,3120,20,7300,532,6872,150,54750,7724,32518,0,0,0,0,22,8030,852,5763,0,0,0,,0,0,0,0,0,0,0,0,0,172,62780,8576,38281,0,0,0,0,0,0,18,2327,4871,0,14,0,14,0,14,0,14,6,0,0,0,0,0,0,8,0,0,14,Yes,No,,,,Yes,0,0,2,1,4,0,1,No,LEVEL II,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,9523,0,6247,0,19368,0,9490,0,7235,0,51863,4457,56320,19,0,2109,Yes,0,1,0,8,1,15,0,4,0,1,7,5,42
