facility.oshpd.id,facility.hospital.name,facility.street.address,facility.city.name,facility.zip.code,facility.county.name,facility.owner,facility.begin.date,facility.end.date,operating.rooms.surgery.recovery.services,surgeries.surgery.recovery.services,open.heart.surgeries.surgery.recovery.services,inpatient.surgeries.surgery.recovery.services,outpatient.surgeries.surgery.recovery.services,outpatient.surgeries,surgery.mins.surgery.recovery.services,open.heart.surgery.mins.surgery.recovery.services,inpatient.surgery.mins.surgery.recovery.services,outpatient.surgery.mins.surgery.recovery.services,gross.revenue.surgery.recovery.services,gross.revenue.total,net.revenue.surgery.recovery.services,net.revenue.total,net.profit.surgery.recovery.services,net.profit.total,gross.revenue.surgery.recovery.services.medicare.traditional,gross.revenue.surgery.recovery.services.medicare.managed,gross.revenue.surgery.recovery.services.medical.traditional,gross.revenue.surgery.recovery.services.medical.managed,gross.revenue.surgery.recovery.services.county.indigent.traditional,gross.revenue.surgery.recovery.services.county.indigent.managed,gross.revenue.surgery.recovery.services.other.third.parties.traditional,gross.revenue.surgery.recovery.services.other.third.parties.managed,gross.revenue.surgery.recovery.services.other.indigent,gross.revenue.surgery.recovery.services.other.payors,reporting.period.months,surgeries.surgery.recovery.services.month,open.heart.surgeries.surgery.recovery.services.month,inpatient.surgeries.surgery.recovery.services.month,outpatient.surgeries.surgery.recovery.services.month,outpatient.surgeries.month,surgery.mins.surgery.recovery.services.month,open.heart.surgery.mins.surgery.recovery.services.month,inpatient.surgery.mins.surgery.recovery.services.month,outpatient.surgery.mins.surgery.recovery.services.month,gross.revenue.surgery.recovery.services.month,gross.revenue.total.month,net.revenue.surgery.recovery.services.month,net.revenue.total.month,gross.revenue.surgery.recovery.services.medicare.traditional.month,gross.revenue.surgery.recovery.services.medicare.managed.month,gross.revenue.surgery.recovery.services.medical.traditional.month,gross.revenue.surgery.recovery.services.medical.managed.month,gross.revenue.surgery.recovery.services.county.indigent.traditional.month,gross.revenue.surgery.recovery.services.county.indigent.managed.month,gross.revenue.surgery.recovery.services.other.third.parties.traditional.month,gross.revenue.surgery.recovery.services.other.third.parties.managed.month,gross.revenue.surgery.recovery.services.other.indigent.month,gross.revenue.surgery.recovery.services.other.payors.month,net.profit.surgery.recovery.services.month,net.profit.total.month,gross.revenue.surgery.recovery.services.month.per.or,gross.revenue.surgery.recovery.services.month.per.surgery,gross.revenue.surgery.recovery.services.month.per.hour.of.surgery,net.revenue.surgery.recovery.services.month.per.or,net.revenue.surgery.recovery.services.month.per.surgery,net.revenue.surgery.recovery.services.month.per.hour.of.surgery,net.profit.surgery.recovery.services.month.per.or,net.profit.surgery.recovery.services.month.per.surgery,net.profit.surgery.recovery.services.month.per.hour.of.surgery,gross.revenue.surgery.recovery.services.indigent.month,gross.revenue.surgery.recovery.services.medical.month,gross.revenue.surgery.recovery.services.medicare.month,gross.revenue.surgery.recovery.services.other.month,gross.revenue.managed.month,gross.revenue.traditional.month,managed.traditional.ratio,proportion.revenue.indigent,proportion.revenue.other,proportion.revenue.medical,proportion.revenue.medicare
106040875,FEATHER RIVER HOSPITAL,5974 PENTZ RD.,PARADISE,95969,Butte County,ADVENTIST HEALTH,1/1/14,12/31/14,7,2999,0,1119,1880,1880,200297,0,94404,105893,136279119,1099734797,23695009,183898739,14625942,9805609,62751906,801960,10564341,24878730,0,127646,848922,35765973,17612,522029,12,249.916666666667,0,93.25,156.666666666667,156.666666666667,16691.4166666667,0,7867,8824.41666666667,11356593.25,91644566.4166667,1974584.08333333,15324894.9166667,5229325.5,66830,880361.75,2073227.5,0,10637.1666666667,70743.5,2980497.75,1467.66666666667,43502.4166666667,1218828.5,817134.083333333,1622370.46428571,45441.5201733911,40823.1133766357,282083.440476191,7900.96998999667,7097.96222609425,174118.357142857,4876.93964654885,4381.27640453926,12104.8333333333,2953589.25,5296155.5,3094743.66666667,5131192.41666667,6225400.83333333,0.824234865198104,0.00106588596305792,0.272506340461447,0.260077048194008,0.466350725381487
106040937,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,95966,Butte County,OROHEALTH CORPORATION,12/1/13,11/30/14,5,4582,0,1658,2924,2924,360834,0,164367,196467,67767490,874333685,16380700,185532309,5910469,14512009,26614202,244715,9840525,14643091,0,1003939,11274977,3448491,113633,583917,12,381.833333333333,0,138.166666666667,243.666666666667,243.666666666667,30069.5,0,13697.25,16372.25,5647290.83333333,72861140.4166667,1365058.33333333,15461025.75,2217850.16666667,20392.9166666667,820043.75,1220257.58333333,0,83661.5833333333,939581.416666667,287374.25,9469.41666666667,48659.75,492539.083333333,1209334.08333333,1129458.16666667,14789.9367088608,11268.4763630922,273011.666666667,3575.01091226539,2723.80651490713,98507.8166666667,1289.9321257093,982.8013435541,93131,2040301.33333333,2238243.08333333,1275615.41666667,1611686.33333333,4035604.5,0.399366769794546,0.0164912703716782,0.225880949700218,0.361288517547278,0.396339262380826
106040962,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,95926,Butte County,ENLOE MEDICAL CENTER,7/1/13,6/30/14,13,6834,207,3979,2855,4818,761700,46664,536820,224880,198399934,1727487123,49124930,399249335,14704245,2242897,85844895,1473527,31170395,0,7338192,0,5966434,62948726,1169022,2488743,12,569.5,17.25,331.583333333333,237.916666666667,401.5,63475,3888.66666666667,44735,18740,16533327.8333333,143957260.25,4093744.16666667,33270777.9166667,7153741.25,122793.916666667,2597532.91666667,0,611516,0,497202.833333333,5245727.16666667,97418.5,207395.25,1225353.75,186908.083333333,1271794.44871795,29031.3043605502,15628.194879874,314903.397435897,7188.31284752707,3869.62820007877,94257.9807692308,2151.63081650571,1158.2705789681,708934.5,2597532.91666667,7276535.16666667,5950325.25,5368521.08333333,11164806.75,0.48084317118461,0.0428791170868031,0.359898824361504,0.157108898030178,0.440113160521515
106050932,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,Calaveras County,MARK TWAIN MEDICAL CENTER,7/1/13,6/30/14,2,1973,0,259,1714,1714,181264,0,38147,143117,28315695,160379870,9653806,56374826,2373896,1235188,11922541,1687713,3354975,2577880,60429,0,1331318,6493936,85390,801513,12,164.416666666667,0,21.5833333333333,142.833333333333,142.833333333333,15105.3333333333,0,3178.91666666667,11926.4166666667,2359641.25,13364989.1666667,804483.833333334,4697902.16666667,993545.083333333,140642.75,279581.25,214823.333333333,5035.75,0,110943.166666667,541161.333333333,7115.83333333333,66792.75,197824.666666667,102932.333333333,1179820.625,14351.59401926,9372.74748433224,402241.916666667,4892.95793208312,3195.49585135493,98912.3333333333,1203.19107957425,785.780739694589,12151.5833333333,494404.583333333,1134187.83333333,718897.25,896627.416666667,1463013.83333333,0.612863252717023,0.00514975881750386,0.304663791582725,0.209525318025922,0.48066113157385
106070934,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,Contra Costa County,SUTTER HEALTH,1/1/14,12/31/14,6,2639,0,1565,1074,1074,292605,0,132315,160290,44501351,683922711,10869050,162237397,1569999,5555040,14078443,2837973,2252905,3560308,0,0,720616,19771462,233449,1046195,12,219.916666666667,0,130.416666666667,89.5,89.5,24383.75,0,11026.25,13357.5,3708445.91666667,56993559.25,905754.166666667,13519783.0833333,1173203.58333333,236497.75,187742.083333333,296692.333333333,0,0,60051.3333333333,1647621.83333333,19454.0833333333,87182.9166666667,130833.25,462920,618074.319444444,16862.9598332702,9125.2065412416,150959.027777778,4118.62447896931,2228.74865432922,21805.5416666667,594.921940128837,321.935510329625,19454.0833333333,484434.416666667,1409701.33333333,1794856.08333333,2180811.91666667,1527634,1.42757487504642,0.00524588568108865,0.483991441068834,0.130630034130874,0.380132639119203
106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Contra Costa County,JOHN MUIR HEALTH,1/1/14,12/31/14,13,14764,0,10778,3986,3986,1072348,0,854848,217500,425595075,3077839722,103774463,748089282,44604840,86416626,143093013,37301762,12689137,33791974,0,0,16313655,174315602,3271,8086661,12,1230.33333333333,0,898.166666666667,332.166666666667,332.166666666667,89362.3333333333,0,71237.3333333333,18125,35466256.25,256486643.5,8647871.91666667,62340773.5,11924417.75,3108480.16666667,1057428.08333333,2815997.83333333,0,0,1359471.25,14526300.1666667,272.583333333333,673888.416666667,3717070,7201385.5,2728173.55769231,28826.5426036305,23812.8895657007,665220.916666667,7028.88532917908,5806.38727353434,285928.461538462,3021.18937957193,2495.72937143539,272.583333333333,3873425.91666667,15032897.9166667,16559659.8333333,20450778.1666667,15015478.0833333,1.3619798219656,7.68570923899907e-06,0.466913105138728,0.109214400566078,0.423864808585955
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST STREET,CONCORD,94520,Contra Costa County,JOHN MUIR HEALTH,1/1/14,12/31/14,9,5268,203,3342,1926,1926,711478,63056,551466,160012,244078711,2195318709,42031480,372084520,2042600,4699074,84224227,29493050,5676421,18575997,0,0,15394218,84258750,4551325,1904723,12,439,16.9166666666667,278.5,160.5,160.5,59289.8333333333,5254.66666666667,45955.5,13334.3333333333,20339892.5833333,182943225.75,3502623.33333333,31007043.3333333,7018685.58333333,2457754.16666667,473035.083333333,1547999.75,0,0,1282851.5,7021562.5,379277.083333333,158726.916666667,170216.666666667,391589.5,2259988.06481481,46332.3293470008,20583.5214300372,389180.37037037,7978.64085041762,3544.57734462626,18912.962962963,387.737281700835,172.255501926975,379277.083333333,2021034.83333333,9476439.75,8463140.91666667,11027316.4166667,9312576.16666667,1.18413167520044,0.018646956063284,0.416085821593838,0.0993631025853787,0.465904119757499
106074017,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,94583,Contra Costa County,TENET HEALTHCARE CORPORATION,1/1/14,12/31/14,12,5712,39,1576,4136,4136,552645,12675,207930,344715,94185790,669127390,21617161,152645870,826078,6672699,25294401,5682455,520229,505696,0,0,3508476,55628035,68590,2977908,12,476,3.25,131.333333333333,344.666666666667,344.666666666667,46053.75,1056.25,17327.5,28726.25,7848815.83333333,55760615.8333333,1801430.08333333,12720489.1666667,2107866.75,473537.916666667,43352.4166666667,42141.3333333333,0,0,292373,4635669.58333333,5715.83333333333,248159,68839.8333333333,556058.25,654067.986111111,16489.1088935574,10225.6374345194,150119.173611111,3784.51698179272,2346.9490540944,5736.65277777778,144.62149859944,89.6862904758027,5715.83333333333,85493.75,2581404.66666667,5176201.58333333,5151348.83333333,2697467,1.90969855547198,0.000728241489507069,0.659488220038288,0.0108925667024718,0.328890971769733
106090793,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,El Dorado County,BARTON HEALTHCARE SYSTEM,1/1/14,12/31/14,5,2862,0,1058,1804,1804,506364,0,156330,350034,61286131,316700590,24606832,128336253,14379632,17126016,14485561,973348,3823805,6529950,0,0,13529186,21088296,12185,843800,12,238.5,0,88.1666666666667,150.333333333333,150.333333333333,42197,0,13027.5,29169.5,5107177.58333333,26391715.8333333,2050569.33333333,10694687.75,1207130.08333333,81112.3333333333,318650.416666667,544162.5,0,0,1127432.16666667,1757358,1015.41666666667,70316.6666666667,1198302.66666667,1427168,1021435.51666667,21413.7424877708,7261.90617816432,410113.866666667,8597.7749825297,2915.70869967059,239660.533333333,5024.32983927324,1703.86899542622,1015.41666666667,862812.916666667,1288242.41666667,2955106.83333333,2382632.83333333,2724544.75,0.874506771574713,0.000198821491929389,0.578618382681067,0.168941240555714,0.25224155527129
106090933,MARSHALL HOSPITAL,1100 MARSHALL WAY,PLACERVILLE,95667,El Dorado County,MARSHALL MEDICAL CENTER,11/1/13,10/31/14,5,3284,0,1058,2226,7560,298383,0,141998,156385,81096581,949695473,17099819,168094398,8108049,-2013776,33749320,4556850,8084714,8822684,765719,0,4059142,19753445,509604,795103,12,273.666666666667,0,88.1666666666667,185.5,630,24865.25,0,11833.1666666667,13032.0833333333,6758048.41666667,79141289.4166667,1424984.91666667,14007866.5,2812443.33333333,379737.5,673726.166666667,735223.666666667,63809.9166666667,0,338261.833333333,1646120.41666667,42467,66258.5833333333,675670.75,-167814.666666667,1351609.68333333,24694.4521924482,16307.2120730739,284996.983333333,5207.00943970767,3438.49730044942,135134.15,2468.95523751523,1630.39764329737,106276.916666667,1408949.83333333,3192180.83333333,2050640.83333333,2761081.58333333,3996966.83333333,0.690794219333235,0.0157259773997131,0.303436836628168,0.208484720212804,0.472352465759315
106100005,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,93611,Fresno County,COMMUNITY MEDICAL CENTERS,9/1/13,8/31/14,19,13269,0,3079,10190,10190,1103220,0,398580,704640,142010433,933465219,35168456,224322138,332465,14379640,26827615,10920199,2861916,9624638,31384,0,7155836,82665212,693908,1229725,12,1105.75,0,256.583333333333,849.166666666667,849.166666666667,91935,0,33215,58720,11834202.75,77788768.25,2930704.66666667,18693511.5,2235634.58333333,910016.583333334,238493,802053.166666667,2615.33333333333,0,596319.666666667,6888767.66666667,57825.6666666667,102477.083333333,27705.4166666667,1198303.33333333,622852.77631579,10702.4216595071,7723.41507586882,154247.614035088,2650.42248850705,1912.68048077446,1458.1798245614,25.0557690858392,18.0815249904824,60441,1040546.16666667,3145651.16666667,7587564.41666667,8600837.41666667,3233365.33333333,2.66002648324305,0.00510731489706816,0.64115551989057,0.0879270187141814,0.26581014649818
106100717,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,93721,Fresno County,COMMUNITY MEDICAL CENTERS,9/1/13,8/31/14,21,13047,478,7781,5266,5266,3721920,124753,2305140,1416780,250187038,3245680703,62823854,829632720,16887855,51572351,57918842,14733261,56451402,40345102,0,8826408,5143072,61286000,1221372,4261579,12,1087.25,39.8333333333333,648.416666666667,438.833333333333,438.833333333333,310160,10396.0833333333,192095,118065,20848919.8333333,270473391.916667,5235321.16666667,69136060,4826570.16666667,1227771.75,4704283.5,3362091.83333333,0,735534,428589.333333333,5107166.66666667,101781,355131.583333333,1407321.25,4297695.91666667,992805.706349206,19175.828772898,4033.19315836987,249301.007936508,4815.19537058328,1012.76525019345,67015.2976190476,1294.38606576224,272.244244905855,837315,8066375.33333333,6054341.91666667,5890887.58333333,10432564.25,10416355.5833333,1.00155607847073,0.0401610734126042,0.282551212745082,0.386896558565916,0.290391155276398
